Name,Size,Type,CR,URL,Font,Author,AC,HP,Speeds,Align.,STR,DEX,CON,INT,WIS,CHA,Sav. Throws,Skills,WRI,Senses,Languages,Additional,average_damage,attack_modifier,has_legendary_action,legendary_action_damage,has_flight,resistance_count,immunity_count,weakness_count,save_dc,is_spellcaster,regeneration_per_round,multiattack_count,ability_count,ability_cr_weight,recharge_damage,limited_use_damage,bonus_action_damage
Froghemoth,Huge,Monstrosity,10.00,,Volo's Guide to Monsters,Wizards of the Coast,14,184,"30, swim 30",U,23,13,20,2,12,5,"CON, WIS","Perception, Stealth","Fireres, lightningres",Darkvision 60,None,"Amphibious, Shock SUsceptibility",,,,,,,,,,,,,,,,,
"Gargoyle, Giant Four-Armed",Large,Elemental,10.00,,Tomb of Annihilation,Wizards of the Coast,17,147,"30, fly 60",CE,19,11,20,6,11,9,WIS,Perception,"Nonmagicalres, nonadamantineres, poisonimmu, exhaustionimmu, petrifiedimmu, poisonedimmu",Darkvision 60,Terran,False Appearance,,,,,,,,,,,,,,,,,
"Giant, Stone, Dreamwalker",Huge,"Giant (Giant, Stone)",10.00,,Volo's Guide to Monsters,Wizards of the Coast,18,161,40,CN,23,14,21,10,8,12,"DEX, CON, WIS","Athletics, Perception","Charmedimmu, frightenedimmu",Darkvision 60,"Common, Giant",Dreamwalker's Charm,,,,,,,,,,,,,,,,,
Githyanki Gish,Medium,Humanoid (Gith),10.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,17,123,30,LE,17,15,14,16,15,16,"CON, INT, WIS","Insight, Perception, Stealth",None,Normal,Own,"Innate Spellcasting (Psionics), Normal Spellcasting, War Magic",,,,,,,,,,,,,,,,,
Githzerai Enlightened,Medium,Humanoid (Gith),10.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,18,112,30,LN,14,19,16,17,19,13,"STR, DEX, INT, WIS","Arcana, Insight, Perception",None,Normal,Own,"Innate Spellcasting (Psionics), Psychic Defense",,,,,,,,,,,,,,,,,
"Golem, Stone",Large,Construct,10.00,,Monster Manual,Wizards of the Coast,17,178,30,U,22,9,20,3,11,1,None,None,"Poisonimmu, pyschicimmu, nonadamantineimmu, charmedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, petrifiedimmu,  poisonedimmu",Darkvision 120,Creator,"Immutable Form, Magic Resistance, Magic Weapons",,,,,,,,,,,,,,,,,
"Kraken, Malformed",Huge,Monstrosity,10.00,,Tales from the Yawning Portal,Wizards of the Coast,17,172,"20, swim 40",CE,25,11,20,11,15,15,"STR, CON, INT, WIS, CHA",None,"Nonmagicalres, lightningimmu, frightenedimmu, paralyzedimmu",Truesight 60,"Common, telepathy 60","Amphibious, Siege Monster",,,,,,,,,,,,,,,,,
"Mind Flayer, Alhoon",Medium,Undead,10.00,,Volo's Guide to Monsters,Wizards of the Coast,15,120,30,ANY EVIL,11,12,16,19,17,17,"CON, INT, WIS, CHA","Arcana, Deception, History, Insight, Perception, Stealth","Coldres, lightningres, necroticres, poisonimmu, nonmagicalimmu, charmedimmu, exhaustionimmu, frightenedimmu, paralyezdimmu, poisonedimmu",Truesight 120,"Deep Speech, Undercommon, telepathy 120","Magic Resistance, Innate Spellcasting (Psionics), Normal Spellcasting, Turn Resistance",,,,,,,,,,,,,,,,,
"Naga, Guardian",Large,Monstrosity,10.00,,Monster Manual,Wizards of the Coast,18,127,40,LG,19,18,16,16,19,18,"DEX, CON, INT, WIS, CHA",None,"Poisonimmu, charmedimmu, poisonedimmu",Darkvision 60,"Celestial, Common","Rejuvenation, Normal Spellcasting",,,,,,,,,,,,,,,,,
"Oblex, Elder",Huge,Ooze,10.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,16,115,20,LE,15,16,21,22,13,18,"INT, CHA","Arcana, Deception, History, Nature, Perception, Religion","Blindedimmu, charmedimmu, deafenedimmu, exhaustionimmu, proneimmu",Blindsight 60,"Common, Any","Amorphous, Aversion to Fire, Innate Spellcasting, Sulfurous Impersonation",,,,,,,,,,,,,,,,,
Ooze Master,Huge,Undead,10.00,,Tales from the Yawning Portal,Wizards of the Coast,9,138,"30, climb 30",LE,16,1,20,17,10,16,"INT, WIS","Arcana, Insight","Lightningres, necroticres, nonmagicalres, acidimmu, coldimmu, poisonimmu, blindedimmu, charmedimmu, deafenedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, poisonedimmu, proneimmu",Blindsight 120,"Common, Primordial, Thayan","Corrosive Form, Instinctive Attack, Normal Spellcasting, Spider Climb",,,,,,,,,,,,,,,,,
"Slaad, Death",Medium,Aberration,10.00,,Monster Manual,Wizards of the Coast,18,170,30,CE,20,15,19,15,10,16,None,"Arcana, Perception","Acidres, coldres, fireres, lightningres, thunderres","Blindsight 60, darkvision 60","Own, telepathy 60","Shapechanger, Innate Spellcasting, Magic Resistance, Magic Weapons, Regeneration",,,,,,,,,,,,,,,,,
Star Spawn Hulk,Large,Aberration,10.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,16,136,30,CE,20,8,21,7,12,9,"DEX, WIS",Perception,"Nonmagicalres, charmedimmu, frightenedimmu",Darkvision 60,Deep Speech,Psychic Mirror,,,,,,,,,,,,,,,,,
White Maw,Gargantuan,Ooze,10.00,,Tales from the Yawning Portal,Wizards of the Coast,5,217,10,CN,18,1,20,12,10,3,None,None,"Acidres, coldres, fireres, poisonimmu, blindedimmu, charmedimmu, deafenedimmu, exhuastionimmu, frightenedimmu, poisonedimmu, proneimmu",Blindsight 60,Telepathy 50,"Amorphous Form, Corrode Metal, False Appearance, Killer Response",,,,,,,,,,,,,,,,,
Baba Lysaga's Creeping Hut,Gargantuan,Construct,11.00,,Curse of Strahd,Wizards of the Coast,16,263,30,U,26,7,20,1,3,3,"CON, WIS, CHA",None,"Poisonimmu, psychicimmu, blindedimmu, charmedimmu,  deafenedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, proneimmu",Blindsight 120,None,"False, Siege",,,,,,,,,,,,,,,,,
Balhannoth,Large,Aberration,11.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,17,114,"25, climb 25",CE,17,8,18,6,15,8,CON,Perception,Blindedimmu,Blindsight 500,"Deep Speech, telepathy 1 mile","Legendary, Lair",,,,,,,,,,,,,,,,,
Behir,Huge,Monstrosity,11.00,,Monster Manual,Wizards of the Coast,17,168,"50, climb 40",NE,23,16,18,7,16,12,None,"Perception, Stealth",Lightningimmu,Darkvision 90,Draconic,None,,,,,,,,,,,,,,,,,
"Demon, Alkilith",Medium,Fiend (Demon),11.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,17,157,40,CE,12,19,22,6,11,7,"DEX, CON",Stealth,"Acidres, coldres, fireres, nonmagicalres, poisonimmu, charmedimmu, frightenedimmu, poisonedimmu",Darkvision 120,Abyssal,"Amorphous, False Appearance, Foment Madness, Magic Resistance",,,,,,,,,,,,,,,,,
"Devil, Horned",Large,Fiend (Devil),11.00,,Monster Manual,Wizards of the Coast,18,178,"20, fly 60",LE,22,17,21,12,16,17,"STR, DEX, WIS, CHA",None,"Coldres, nonmagicalres, nonsilveredres, fireimmu, poisonimmu, poisonedimmu",Darkvision 120,"Infernal, telepathy 120","Devil's Sight, Magic Resistance",,,,,,,,,,,,,,,,,
Drow Shadowblade,Medium,Humanoid (Elf),11.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,17,150,30,NE,14,21,16,12,14,13,"DEX, CON, WIS","Perception, Stealth",None,Darkvision 120,"Elvish, Undercommon","Fey Ancestry, Innate Spellcasting, Shadow Step, Sunlight Sensitivity",,,,,,,,,,,,,,,,,
"Genie, Dao",Large,Elemental,11.00,,Monster Manual,Wizards of the Coast,18,187,"30, burrow 30, fly 30",NE,23,12,24,12,13,14,"INT, WIS, CHA",None,Petrifiedimmu,Darkvision 120,Terran,"Earth Glide, Elemental Demise, Innate Spellcasting, Sure-Footed",,,,,,,,,,,,,,,,,
"Genie, Djinni",Large,Elemental,11.00,,Monster Manual,Wizards of the Coast,17,161,"30, fly 90",CG,21,15,22,15,16,20,"DEX, WIS, CHA",None,"Lightningimmu, thunderimmu",Darkvision 120,Auran,"Elemental Demise, Innate Spellcasting",,,,,,,,,,,,,,,,,
"Genie, Efreeti",Large,Elemental,11.00,,Monster Manual,Wizards of the Coast,17,200,"40, fly 60",LE,22,12,24,16,15,16,"INT, WIS, CHA",None,Fireimmu,Darkvision 120,Ignan,"Elemental Demise, Innate Spellcasting",,,,,,,,,,,,,,,,,
"Genie, Marid",Large,Elemental,11.00,,Monster Manual,Wizards of the Coast,17,229,"30, fly 60, swim 90",CN,22,12,26,18,17,18,"DEX, WIS, CHA",None,"Acidimmu, coldimmu, lightningimmu","Blindsight 30, darkvision 120",Aquan,"Amphibious, Elemental Demise, Innate Spellcasting",,,,,,,,,,,,,,,,,
"Giant, Cloud, Smiling One",Huge,"Giant (Giant, Cloud)",11.00,,Volo's Guide to Monsters,Wizards of the Coast,15,262,40,CN,26,12,22,15,16,17,"CON, INT, CHA","Deception, Insight, Perception, Sleight of Hand",None,Normal,"Common, Giant","INnate Spellcasting, Normal Spellcasting, Keen Smell",,,,,,,,,,,,,,,,,
Morkoth,Medium,Aberration,11.00,,Volo's Guide to Monsters,Wizards of the Coast,17,130,"25, swim 50",CE,14,14,14,20,15,13,"DEX, INT, WIS","Arcana, History, Perception, Stealth",Nonmagicalres,"Blindsight 30, darkvision 120",Telepathy 120,"Amphibious, Normal Spellcasting",,,,,,,,,,,,,,,,,
Naergoth Bladelord,Medium,Undead,11.00,,Rise of Tiamat,Wizards of the Coast,18,135,30,NE,20,12,16,12,14,16,"DEX, WIS","Perception, Stealth","Necroticres, nonmagicalres, poisonimmu, exhaustionimmu, poisonedimmu",Darkvision 60,"Common, Draconic",Sunlight Sensitivity,,,,,,,,,,,,,,,,,
Remorhaz,Huge,Monstrosity,11.00,,Monster Manual,Wizards of the Coast,17,195,"30, burrow 20",U,24,13,21,4,10,5,None,None,"Coldimmu, fireimmu","Darkvision 60, tremorsense 60",None,Heated Body,,,,,,,,,,,,,,,,,
Roc,Gargantuan,Monstrosity,11.00,,Monster Manual,Wizards of the Coast,15,248,"20, fly 120",U,28,10,20,3,10,9,"DEX, CON, WIS, CHA",Perception,None,Normal,None,Keen Sight,,,,,,,,,,,,,,,,,
Shadar-Kai Soul Monger,Medium,Humanoid (Elf),11.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,15,123,30,N,8,17,14,19,15,13,"DEX, WIS, CHA",Perception,"Necroticimmu, psychicimmu, charmedimmu, exhaustionimmu, frightenedimmu",Darkvision 60,"Common, Elvish","Fey Ancestry, Innate Spellcasting, Magic Resistance, Soul Thirst, Weight of Ages",,,,,,,,,,,,,,,,,
"Sorrowsworn, The Hungry",Medium,Monstrosity,11.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,17,225,30,NE,19,10,17,6,11,6,None,None,Darknessres,Darkvision 60,Common,Life Hunger,,,,,,,,,,,,,,,,,
"Sphinx, Gyno",Large,Monstrosity,11.00,,Monster Manual,Wizards of the Coast,17,136,"40, fly 60",LN,18,15,16,18,18,18,None,"Arcana, History, Perception, Religion","Nonmagicalres, psychicimmu, charmedimmu, frightenedimmu",Truesight 120,"Common, Own","Inscrutable, Magic Weapons, Normal Spellcasting, Legendary, Lair",,,,,,,,,,,,,,,,,
"Troll, Spirit",Large,Giant,11.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,17,97,30,CE,1,17,13,8,9,16,None,Perception,"Acidres, coldres, fireres, lightningres, thunderres, nonmagicalimmu, exhaustionimmu, grappledimmu, paralyzedimmu, petrifiedimmu, proneimmu, restrainedimmu, unconsciousimmu",Darkvision 60,Giant,"Incorporeal Movement, Regeneration",,,,,,,,,,,,,,,,,
"Yugoloth, Yagno",Large,Fiend (Yugoloth),11.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,17,147,40,NE,19,14,21,16,15,18,"DEX, INT, WIS, CHA","Deception, Insight, Perception, Persuasion","Coldres, fireres, lightningres, nonmagicalres, acidimmu, poisonimmu, poisonedimmu","Blindsight 60, darkvision 60","Abyssal, Infernal telepathy 60","Innate Spellcasting, Magic Resistance, Magic Weapons",,,,,,,,,,,,,,,,,
Boneclaw,Large,Undead,12.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,16,127,40,CE,19,16,15,13,15,9,"DEX, CON, WIS","Perception, Stealth","Coldres, necroticres, nonmagicalres, charmedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, poisonedimmu",Darkvision 60,"Common, Any","Rejuvenation, Shadow Stealth",,,,,,,,,,,,,,,,,
"Devil, Erinyes",Medium,Fiend (Devil),12.00,,Monster Manual,Wizards of the Coast,18,153,"30, fly 60",LE,18,16,18,14,14,18,"DEX, CON, WIS, CHA",None,"Coldres, nonmagicalres, nonsilveredres, fireimmu, poisonimmu, poisonedimmu",Truesight 120,"Infernal, telepathy 120","Hellish Weapons, Magic Resistance",,,,,,,,,,,,,,,,,
Duergar Despot,Medium,Humanoid (Dwarf),12.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,21,119,25,LE,20,5,19,15,14,13,"CON, WIS",None,"Poisonimmu, charmedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, poisonedimmu",Darkvision 120,"Dwarvish, Undercommon","Innate Spellcasting, Magic Resistance, Psychic Engine, Sunlight Sensitivity",,,,,,,,,,,,,,,,,
Eidolon,Medium,Undead,12.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,9,63,fly 40,ANY,7,8,9,14,19,16,WIS,Perception,"Acidres, fireres, lightningres, thunderres, nonmagicalres, coldimmu, necroticimmu, poisonimmu, charmedimmu, exhaustionimmu, frightenedimmu, grappledimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu, restrainedimmu",Darkvision 60,Any,"Incorporeal Movement, Sacred Animation, Turn Resistance",,,,,,,,,,,,,,,,,
"Eidolon, Sacred Statue",Large,Construct,12.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,19,95,25,ANY,19,8,19,14,19,16,WIS,None,"Acidres, fireres, lightningres, nonmagicalres, coldimmu, necroticimmu, poisonimmu, charmedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, poisonedimmu",Darkvision 60,Any,"False Appearance, Ghostly Inhabitant, Inert",,,,,,,,,,,,,,,,,
"Giant, Frost, Everlasting One",Huge,"Giant (Giant, Frost)",12.00,,Volo's Guide to Monsters,Wizards of the Coast,15,189,40,CE,25,9,24,9,10,12,"STR, CON, WIS","Athletics, Perception",COldimmu,Darkvision 60,Giant,"Extra Heads, Regeneration, Vaprak's Rage",,,,,,,,,,,,,,,,,
Githyanki Kith'Rak,Medium,Humanoid (Gith),12.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,18,180,30,LE,18,16,17,16,15,17,"CON, INT, WIS","Intimidation, Perception",None,Normal,Own,"Innate Spellcasting (Psionics), Rally the Troops",,,,,,,,,,,,,,,,,
Gray Render,Large,Monstrosity,12.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,19,189,30,CN,19,13,20,3,6,8,"STR, CON",Perception,None,Darkvision 60,None,None,,,,,,,,,,,,,,,,,
Ki-Rin,Huge,Celestial,12.00,,Volo's Guide to Monsters,Wizards of the Coast,20,152,"60, fly 120",LG,21,16,16,19,20,20,None,"Perception, Insight, Religion","Poisonimmu, poisonedimmu","Blindsight 30, darkvision 120","All, telepathy 120","Innate Spellcasting, Legendary Resistance, lair, Magic Resistance, Magic Weapons, Normal Spellcasting",,,,,,,,,,,,,,,,,
"NPC, Archdruid",Medium,Humanoid (Any Race),12.00,,Volo's Guide to Monsters,Wizards of the Coast,16,132,30,ANY,10,14,12,12,20,11,"INT, WIS","Medicine, Nature, Perception",None,Normal,"Druidic, Any",Normal Spellcasting,,,,,,,,,,,,,,,,,
"NPC, Archmage",Medium,Humanoid,12.00,https://www.dndbeyond.com/monsters/16789-archmage?srsltid=AfmBOoobA7kJjy-WxWb3QBtBXCL3FqReD921jzi9i5XYTuxrUo6vSG0a,Monster Manual,Wizards of the Coast,12,99,30,ANY,10,14,12,20,15,16,"INT, WIS","Arcana, History","Spellres, nonmagicalres",Normal,Any,"Magic Resistance, Normal Spellcasting",,,,,,,,,,,,,,,,,
"NPC, Warlord",Medium,Humanoid (Any Race),12.00,,Volo's Guide to Monsters,Wizards of the Coast,18,229,30,ANY,20,16,18,12,12,18,"STR, DEX, CON","Athletics, Intimidation, Perception, Persuasion",None,Normal,Any,"Indomitable, Survivor",,,,,,,,,,,,,,,,,
Stone Juggernaut,Large,Construct,12.00,,Tomb of Annihilation,Wizards of the Coast,15,157,50,U,22,1,21,2,11,3,None,None,"Poisonimmu, nonmagicalimmu, blindedimmu, charmedimmu, deafenedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu",Blindsight 120,None,"Devastating Roll, Immutable Form, Regeneration, Siege Monster",,,,,,,,,,,,,,,,,
Yuan-Ti Anathema,Huge,"Monstrosity
Monstrosity (Yuan-Ti)",12.00,,Volo's Guide to Monsters,Wizards of the Coast,16,189,"40, climb 30, swim 30",NE,23,13,19,19,17,20,None,"Perception, Stealth","Acidres, fireres, lightningres, poisonimmu, poisonedimmu","Blindsight 30, darkvision 60","Abyssal, Common, Draconic","Innate Spellcasting, Magic Resistance, Ophidiophobia Aura, Shapechanger, Six Heads",,,,,,,,,,,,,,,,,
"Yugoloth, Arcana",Medium,Fiend,12.00,,Monster Manual,Wizards of the Coast,17,104,"30, fly 30",NE,17,12,14,20,16,17,"DEX, INT, WIS, CHA","Arcana, Deception, Insight, Perception","Coldres, fireres, lightningres, nonmagicalres, acidimmu, poisonimmu, charmedimmu, poisonedimmu",Truesight 120,"All, telepathy 120","Innate Spellcasting, Magic Resistance, Magic Weapons, Normal Spellcasting",,,,,,,,,,,,,,,,,
"Yugoloth, Oino",Medium,Fiend (Yugoloth),12.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,17,126,40,NE,19,17,18,17,16,19,"CON, WIS","Deception, Intimidation, Perception","Coldres, fireres, lightningres, nonmagicalres, acidimmu, poisonimmu, poisonedimmu","Blindsight 60, darkvision 60","Abyssal, Infernal, telepathy 60","Bringer of Plagues, Innate Spellcasting, Magic Resistance, Magic Weapons",,,,,,,,,,,,,,,,,
Atropal,Huge,Undead (Titan),13.00,,Tomb of Annihilation,Wizards of the Coast,7,225,fly 50,NE,19,5,22,25,19,24,"CON, WIS",None,"Radiantweak, coldimmu, necroticimmu, nonmagicalimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, poisonedimmu, proneimmu","Darkvision 120, truesight 120",Celestial,"Magic Resistance, Negative Energy Aura, Turn Resistance Aura, Legendary",,,,,,,,,,,,,,,,,
Beholder,Large,Aberration,13.00,,Monster Manual,Wizards of the Coast,18,180,30,LE,10,14,18,17,15,17,"STR, CON, WIS",None,"Coldres, nonmagicalres, nonsilveredimmu, fireimmu, poisonimmu, poisonedimmu",Darkvision 120,"Infernal, telepathy 120","Devil's Sight,  Magic Resistance, Steadfast",,,,,,,,,,,,,,,,,
"Demon, Nalfeshnee",Large,Fiend (Demon),13.00,,Monster Manual,Wizards of the Coast,18,184,"20, fly 30",LE,21,10,22,19,12,15,"CON, INT, WIS, CHA",None,"Coldres, fireres, lightningres, nonmagicalres, poisonimmu, poisonedimmu",Truesight 120,"Abyssal, telepathy 120",Magic Resistance,,,,,,,,,,,,,,,,,
"Demon, Wastrilith",Large,Fiend (Demon),13.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,18,157,"30, swim 80",CE,19,18,21,19,12,14,"STR, CON",None,"Coldres, fireres, lightningres, nonmagicalres, poisonres, poisonedres",Darkvision 120,"Abyssal, telepathy 120","Amphibious, Corrupt Water, Magic Resistance, Undertow",,,,,,,,,,,,,,,,,
"Devil, Narzugon",Medium,Fiend (Devil),13.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,20,112,30,LE,20,10,17,16,14,19,"DEX, CON, CHA",Perception,"Acidres, coldres, nonmagicalres, nonsilveredres, fireimmu, poisonimmu, charmedimmu, frightenedimmu, poisonedimmu",Darkvision 120,"Common, Infernal, telepathy 120","Diabolical Sense, Infernal Tack, Magic Resistance",,,,,,,,,,,,,,,,,
Devourer,Large,Fiend,13.00,,Volo's Guide to Monsters,Wizards of the Coast,16,178,30,CE,20,12,20,13,10,16,None,None,"Coldres, fireres, lightningres, poisonimmu, poisonedimmu",Darkvision 120,"Abyssal, telepathy 120",None,,,,,,,,,,,,,,,,,
"Dragon, Chromatic, White, Adult",Huge,Dragon,13.00,,Monster Manual,Wizards of the Coast,18,200,"40, burrow 30, fly 80,  swim 40",CE,22,10,22,8,12,12,"DEX, CON, WIS, CHA","Perception, Stealth",Coldimmu,"Blindsight 60, darkvision 120","Common, Draconic","Ice Walk, Legendary Resistance, Legendary, Lair",,,,,,,,,,,,,,,,,
"Dragon, Metallic, Brass, Adult",Huge,Dragon,13.00,,Monster Manual,Wizards of the Coast,18,172,"40, burrow 30, fly 80",CG,23,10,21,14,13,17,"DEX, CON, WIS, CHA","History, Perception, Persuasion, Stealth",Fireimmu,"Blindsight 60, darkvision 120,","Common, Draconic","Legendary, Legendary Resistance, Lair",,,,,,,,,,,,,,,,,
Drow Arachnomancer,Medium,Humanoid (Elf),13.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,15,162,"30, climb 30",CE,11,17,14,19,14,16,"CON, INT, CHA","Arcana, Nature, Perception, Stealth",Poisonres,"Blindsight 10, darkvision 120","Elvish, Undercommon, spiders","Change Shape, Fey Ancestry, Innate Spellcasting, Normal Spellcasting, Spider Climb, Sunlight Sensitivity",,,,,,,,,,,,,,,,,
"Giant, Storm",Huge,Giant,13.00,,Monster Manual,Wizards of the Coast,16,230,"50, swim 50",CG,29,14,20,16,18,18,"STR, CON, WIS, CHA","Arcana, Athletics, History, Perception","Coldres, lightningimmu, thunderimmu",Normal,"Common, Giant","Amphibious, Innate Spellcasting",,,,,,,,,,,,,,,,,
Neothelid,Gargantuan,Aberration,13.00,,Volo's Guide to Monsters,Wizards of the Coast,16,325,30,CE,27,7,21,3,16,12,"INT, WIS, CHA",None,None,Blindsight 120,None,"Creature Sense, Innate Spellcasting (Psionics), Magic Resistance",,,,,,,,,,,,,,,,,
Rakshasa,Medium,Fiend,13.00,,Monster Manual,Wizards of the Coast,16,110,40,LE,14,17,18,13,16,20,None,"Deception, Insight","Magicalpiercingweak, nonmagicalres",Darkvision 60,"Common, Infernal","Limited Magic Immunity, Innate Spellcasting",,,,,,,,,,,,,,,,,
Shadow Dragon Template,VARIES,Dragon,13.00,,Monster Manual,Wizards of the Coast,18,TEMP,TEMP,CE,23,10,21,14,11,19,TEMP,TEMP,TEMP,TEMp,TEMp,TEMP,,,,,,,,,,,,,,,,,
"Sorrowsworn, The Angry",Medium,Monstrosity,13.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,18,255,30,NE,17,10,19,8,13,6,None,Perception,Darknessres,Darkvision 60,Common,"Two Heads, Rising Anger",,,,,,,,,,,,,,,,,
Star Spawn Seer,Medium,Aberration,13.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,17,153,30,NE,14,12,18,22,19,16,"DEX, INT, WIS, CHA",Perception,"Coldres, nonmagicalres, psychicimmu, charmedimmu, frightenedimmu",Darkvision 60,"Common, Deep Speech, Undercommon",Out-of-Phase Movement,,,,,,,,,,,,,,,,,
"Troll, Dire",Huge,Giant,13.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,15,172,40,CE,22,15,21,9,11,5,"WIS, CHA",Perception,"Nonmagicalres, frightenedimmu, poisonedimmu",Darkvision 60,Giant,"Keen Smell, Keen Sight, Regeneration",,,,,,,,,,,,,,,,,
Vampire,Medium,Undead,13.00,,Monster Manual,Wizards of the Coast,16,144,30,LE,18,18,18,17,15,18,"DEX, WIS, CHA","Perception, Stealth","Necroticres, nonmagicalres",Darkvision 120,Any,"Shapechanger, Legendary, Lair, Misty Escape, Regeneration, Spider Climb, Vampire Weaknesses, Forbiddance, Harmed by Running Water, Sunlight Hypersensitivity, Stake to the Heart",,,,,,,,,,,,,,,,,
"Yugoloth, Ultro",Medium,Fiend,13.00,,Monster Manual,Wizards of the Coast,19,153,"30, fly 60",NE,16,16,18,18,15,19,None,"Intimidation, Perception, Stealth","Coldres, fireres, lightningres, nonmagicalres, acidimmu, poisonimmu, charmedimmu, frightenedimmu, poisonedimmu",Truesight 120,"Abyssal, Infernal, telepathy 120","Innate Spellcasting, Magic Resistance, Magic Weapons",,,,,,,,,,,,,,,,,
"Beholder, Death Tyrant",Large,Undead,14.00,,Monster Manual,Wizards of the Coast,19,187,"50, 40 climb",LE,10,14,14,19,15,19,None,"Perception, Stealth",Lightningimmu,Darkvision 90,Draconic,None,,,,,,,,,,,,,,,,,
Cadaver Collector,Large,Construct,14.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,17,189,30,LE,21,14,20,5,11,8,None,None,"Necroticimmu, poisonimmu, psychicimmu, nonmagicalimmu, nonadamantineimmu, charmedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, poisonedimmu",Darkvision 60,All,"Magic Resistance, Summon Specters",,,,,,,,,,,,,,,,,
"Devil, Ice",Large,Fiend (Devil),14.00,,Monster Manual,Wizards of the Coast,18,180,40,LE,21,14,18,18,15,18,"DEX, CON, WIS, CHA",None,"Nonmagicalres, nonsilveredres, coldimmu, fireimmu, poisonimmu, poisonedimmu","Blindsight 60, darkvision 120","Infernal, telepathy 120","Devil's Sight, Magic Resistance",,,,,,,,,,,,,,,,,
"Dragon, Chromatic, Black, Adult",Huge,Dragon,14.00,,Monster Manual,Wizards of the Coast,19,195,"40, 80 fly, swim 40",CE,23,14,21,14,13,17,"DEX, CON, WIS, CHA","Perception, Stealth",Acidimmu,"Blindsight 60, darkvision 120","Common, Draconic","Amphibious, Legendary Resistance, Legendary, Lair",,,,,,,,,,,,,,,,,
"Dragon, Metallic, Copper, Adult",Huge,Dragon,14.00,,Monster Manual,Wizards of the Coast,18,184,"40, climb 40, fly 80",CG,23,12,21,18,15,17,"DEX, CON, WIS, CHA","Deception, Perception, Stealth",Acidimmu,"Blindsight 60, darkvision 120","Common, Draconic","Legendary Resistance, Legendary, Lair",,,,,,,,,,,,,,,,,
Drow Inquisitor,Medium,Humanoid (Elf),14.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,16,143,30,NE,11,15,14,16,21,20,"CON, WIS, CHA","Insight, Perception, Religion, Stealth",Frightenedimmu,Darkvision 120,"Elivhs, Undercommon","Discern Lie, Fey Ancestry, Innate Spellcasting, Magic Resistance, Spellcasting, Sunlight Sensitivity",,,,,,,,,,,,,,,,,
"Giant, Fire, Dreadnought",Huge,"Giant (Giant, Fire)",14.00,,Volo's Guide to Monsters,Wizards of the Coast,21,187,30,LE,27,9,23,8,10,11,"DEX, CON, CHA","Athletics, Perception",Fireimmu,Normal,Giant,Dual Shields,,,,,,,,,,,,,,,,,
Githyanki Supreme Commander,Medium,Humanoid (Gith),14.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,18,187,30,LE,19,17,18,16,16,18,"CON, INT, WIS","Insight, Intimidation, Perception",None,Normal,Own,"Innate Spellcasting (Psionics), Legendary",,,,,,,,,,,,,,,,,
"Mind Flayer, Elder Brain",Large,Aberration,14.00,,Volo's Guide to Monsters,Wizards of the Coast,10,210,"5, swim 10",LE,15,10,20,21,19,24,"INT, WIS, CHA","Arcana, Deception, Insight, Intimidation, Persuasion",None,Blindsight 120,"Common, Deep SPeech, Undercommon, telepathy 5 miles","Creature Sense, Innate Spellcasting (Psionics), Lair, Legendary Resistance, magic Resistance, Telepathic Hub",,,,,,,,,,,,,,,,,
